번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1393,250930,예선테크,032202,플라스틱제품 제조업,"33,000,440","3,300,044,000","100",원(KRW),02-783-1101,경기도 군포시 공단로 356-3 (지번 주소: 경기도 군포시 산본1동 1026-2) ,2367
1394,053280,예스24,074709,무점포 소매업,"17,200,000","8,600,000,000","500",원(KRW),02-3215-9100,서울특별시 영등포구 은행로 11 ,2367
1395,015360,예스코홀딩스,116409,기타 금융업,"6,000,000","30,000,000,000","5,000",원(KRW),02-3390-3010,서울특별시 용산구 한강대로 92 LS 용산타워 ,2367
1396,122640,예스티,032902,특수 목적용 기계 제조업,"14,421,149","7,210,574,500","500",원(KRW),031-612-3337,경기도 평택시 진위면 마산12로 27 예스티 ,2367
1397,179720,옐로페이,105802,소프트웨어 개발 및 공급업,"14,790,000","7,395,000,000","500",원(KRW),02-6354-9115,"서울특별시 강남구 논현로168길 39301호(신사동, 원빌딩) ",2367
1398,900300,오가닉티코스메틱,116409,기타 금융업,"56,925,000","346,362,612","0",중국위안(CNY),86-599-8508611,"No.49-51 Bonham Strand West, HONG KONG S.A.R Unit D, 11/F., Four Seas Communications Bank Building",2367
1399,045060,오공,032004,기타 화학제품 제조업,"16,941,974","8,470,987,000","500",원(KRW),032 -822 -5050,인천광역시 남동구  함박뫼로 341 ,2367
1400,080520,오디텍,032601,반도체 제조업,"11,746,609","5,873,304,500","500",원(KRW),063-263-7626,전라북도 완주군 봉동읍 완주산단5로 87 ,2367
1401,007310,오뚜기,031007,기타 식품 제조업,"3,605,237","18,026,185,000","5,000",원(KRW),031-421-2122,경기도 안양시 동안구  흥안대로 405 ,2367
1402,039830,오로라,137302,전문디자인업,"10,762,890","5,381,445,000","500",원(KRW),02  -3420-4114,서울특별시 강남구 테헤란로 624 오로라빌딩 ,2367
1403,046120,오르비텍,137209,기타 과학기술 서비스업,"23,790,573","11,895,286,500","500",원(KRW),02-852-2223,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",2367
1404,014940,오리엔탈정공,032901,일반 목적용 기계 제조업,"45,573,661","22,786,830,500","500",원(KRW),(051)202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공,2367
1405,002630,오리엔트바이오,032102,의약품 제조업,"101,798,996","50,899,498,000","500",원(KRW),031-730-6036,경기 성남시 중원구 상대원동 143-1,2367
1406,065500,오리엔트정공,033003,자동차 신품 부품 제조업,"117,214,562","58,607,281,000","500",원(KRW),031-730-6707,경상북도 구미시 수출대로 9-1 26-5(공단동),2367
1407,271560,오리온,031007,기타 식품 제조업,"39,536,132","19,768,066,000","500",원(KRW),02-710-6000,서울특별시 용산구 백범로90다길 13 ,2367
1408,001800,오리온홀딩스,116409,기타 금융업,"62,645,422","31,322,711,000","500",원(KRW),02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온 ,2367
1409,010470,오리콤,137103,광고업,"11,704,050","11,704,050,000","1,000",원(KRW),02-510-4077,서울특별시 강남구  언주로 726 두산빌딩 ,2367
1410,053980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000","500",원(KRW),032-524-0700,인천 부평구 부평동 604-15 ,2367
1411,052420,오성첨단소재,032202,플라스틱제품 제조업,"61,966,225","31,044,396,500","500",원(KRW),063-839-8780,전라북도 익산시 석암로17길 104 오성첨단소재(주) ,2367
1412,241790,오션브릿지,032902,특수 목적용 기계 제조업,"10,002,634","5,001,317,000","500",원(KRW),031-8052-9030,경기도 안성시 양성면 동항공단길 49 ,2367
1413,329020,오션스톤,074603,음·식료품 및 담배 도매업,"800,000","400,000,000","500",원(KRW),070-4755-4854,부산광역시 사하구 감천항로 6 ,2367
1414,039200,오스코텍,032102,의약품 제조업,"29,200,311","14,600,155,500","500",원(KRW),031-628-7613,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)",2367
1415,226400,오스테오닉,032701,의료용 기기 제조업,"12,617,051","6,308,525,500","500",원(KRW),02-6902-8400,서울특별시 구로구 디지털로29길 38 에이스테크노타워Ⅲ1206호 ,2367
1416,031510,오스템,033003,자동차 신품 부품 제조업,"26,000,000","13,000,000,000","500",원(KRW),041 -559 -2340,충청남도 천안시 동남구 수신면 수신로 739 ,2367
1417,048260,오스템임플란트,032701,의료용 기기 제조업,"14,285,717","7,142,858,500","500",원(KRW),02-2016-7000,서울특별시 강서구 마곡중앙12로 3 오스템임플란트  ,2367
1418,138080,오이솔루션,032604,통신 및 방송 장비 제조업,"10,624,095","5,312,047,500","500",원(KRW),062-602-7631,광주광역시 북구 첨단연신로30번길 53 -,2367
1419,080580,오킨스전자,032602,전자부품 제조업,"7,477,211","3,738,605,500","500",원(KRW),031-460-3500,"경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아) &nbsp",2367
1420,067170,오텍,033004,자동차 재제조 부품 제조업,"15,391,605","7,695,802,500","500",원(KRW),02-2628-0660,충청남도 예산군  고덕면 예덕로 1033-36 ,2367
1421,173130,오파스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","4,025,902","2,012,951,000","500",원(KRW),02-568-6727,"서울특별시 강남구 테헤란로 512 , 10층(대치동, 신안빌딩) ",2367
1422,049480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","31,422,383","15,711,191,500","500",원(KRW),02  -3404-5601,"서울특별시 서초구  매헌로 16 (양재동, 하이브랜드 리빙관4층)",2367
1423,244460,올리패스,032101,기초 의약물질 및 생물학적 제제 제조업,"15,969,001","7,984,500,500","500",원(KRW),031-8060-8100,경기도 용인시 기흥구 동백중앙로16번길 16-4 에이스동백타워1동 20층,2367
1424,226950,올릭스,137001,자연과학 및 공학 연구개발업,"6,568,921","3,284,460,500","500",원(KRW),031-779-8400,경기도 수원시 영통구 대학4로 17 에이스광교타워1 1014호 &nbsp,2367
1425,057540,옴니시스템,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","42,410,117","21,205,058,500","500",원(KRW),031-883-5400,경기도 여주군  가남면 연삼로 284 ,2367
1426,082210,옵트론텍,032703,사진장비 및 광학기기 제조업,"23,675,951","11,837,975,500","500",원(KRW),(042)360-1510,경상남도 창원시 의창구 평산로8번길 19-15 (팔용동),2367
1427,109080,옵티시스,032604,통신 및 방송 장비 제조업,"5,636,000","2,818,000,000","500",원(KRW),031-719-8033,경기도 성남시 수정구 산성대로 305 삼부르네상스파크Ⅱ 3층 ,2367
1428,153710,옵티팜,032103,의료용품 및 기타 의약 관련제품 제조업,"14,377,758","7,188,879,000","500",원(KRW),043-249-7500,충청북도 청주시 흥덕구 오송읍 오송생명6로 63 ,2367
1429,122990,와이솔,032602,전자부품 제조업,"28,171,941","14,085,970,500","500",원(KRW),070-7837-6240,경기도 오산시 가장로 531-7(가장동) ,2367
1430,232140,와이아이케이,032902,특수 목적용 기계 제조업,"68,559,882","6,855,988,200","100",원(KRW),031-8038-8200,"경기도 성남시 분당구 판교로255번길 28 (삼평동, 디에이치케이솔루션빌딩 7층)",2367
1431,067900,와이엔텍,053802,폐기물 처리업,"18,199,659","9,099,829,500","500",원(KRW),061-690-6933,전라남도 여수시  여수산단로 1232 ,2367
1432,155650,와이엠씨,032602,전자부품 제조업,"19,974,358","9,987,179,000","500",원(KRW),041-538-5200,충청남도 아산시  둔포면 아산밸리중앙로 154-25 ,2367
1433,251370,와이엠티,032001,기초 화학물질 제조업,"14,810,400","7,405,200,000","500",원(KRW),032-821-8277,"인천광역시 남동구 남동동로153번길 30(고잔동, 남동공단) ",2367
1434,066430,와이오엠,074607,기타 전문 도매업,"15,855,736","7,927,868,000","500",원(KRW),051-972-7175,부산광역시 강서구 생곡산단1로24번길 51 (생곡동),2367
1435,193250,와이제이엠게임즈,032602,전자부품 제조업,"54,147,235","5,414,723,500","100",원(KRW),02-591-1310,서울특별시 강남구 테헤란로77길 11-9 삼성타워 8층 ,2367
1436,273060,와이즈버즈,137103,광고업,"47,239,312","4,723,931,200","100",원(KRW),02-750-5519,"서울특별시 강남구 테헤란로 317 17층(역삼동, 동훈타워)",2367
1437,019210,와이지-원,032509,기타 금속 가공제품 제조업,"30,573,819","15,286,909,500","500",원(KRW),032 -526 -0909,인천 부평구 청천동 68번지 ,2367
1438,122870,와이지엔터테인먼트,105902,오디오물 출판 및 원판 녹음업,"18,329,259","9,164,629,500","500",원(KRW),02-3142-1104,서울특별시 마포구  희우정로1길 3 ,2367
1439,332570,와이팜,032602,전자부품 제조업,"37,141,356","18,570,678,000","500",원(KRW),031-628-7811,"경기도 성남시 분당구 판교로 255 9-22 705, 706호 ",2367
1440,079000,와토스코리아,032202,플라스틱제품 제조업,"7,200,000","3,600,000,000","500",원(KRW),061-392-3685,전라남도 장성군  동화면 전자농공단지1길 31 ,2367
1441,070960,용평리조트,095501,일반 및 생활 숙박시설 운영업,"48,133,333","240,666,665,000","5,000",원(KRW),033-330-8350,강원도 평창군  대관령면 올림픽로 715 ,2367
1442,114630,우노앤컴퍼니,032005,화학섬유 제조업,"13,573,965","6,886,982,500","500",원(KRW),063-261-7555,전라북도 완주군  봉동읍 완주산단3로 158-15 우노앤컴퍼니 ,2367
1443,316140,우리금융지주,116409,기타 금융업,"722,267,683","3,611,338,415,000","5,000",원(KRW),02-2125-2000,서울특별시 중구 소공로 51 ,2367
1444,032820,우리기술,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","104,756,634","52,378,317,000","500",원(KRW),02  -2102-5100,"서울특별시 마포구 월드컵북로56길 9 4층(상암동, 우리기술빌딩)",2367
1445,041190,우리기술투자,116409,기타 금융업,"84,000,000","42,000,000,000","500",원(KRW),02-2008-3100,서울특별시 강남구  테헤란로 522 ,2367
1446,115440,우리넷,032604,통신 및 방송 장비 제조업,"9,136,944","4,568,472,000","500",원(KRW),031-276-5101,경기도 안양시 동안구 시민대로 353(관양동) ,2367
1447,004720,우리들제약,032102,의약품 제조업,"14,712,933","7,356,466,500","500",원(KRW),02-2194-3532,경기 화성시 향남면 상신리 향남제약공단 902-5,2367
1448,118000,우리들휴브레인,074605,기계장비 및 관련 물품 도매업,"41,993,250","20,996,625,000","500",원(KRW),2194-3535,"경기도 화성시 병점중앙로 156 202호(진안동, 드림빌딩)",2367
1449,046970,우리로,074607,기타 전문 도매업,"27,519,580","13,759,790,000","500",원(KRW),062-602-8100,광주광역시 광산구  평동산단6번로 102-22 ,2367
1450,082850,우리바이오,032804,전구 및 조명장치 제조업,"44,917,878","22,458,939,000","500",원(KRW),031-494-8828,"경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)",2367
1451,215360,우리산업,033003,자동차 신품 부품 제조업,"9,132,163","4,566,081,500","500",원(KRW),031-201-6522,경기도 용인시 기흥구 지삼로 89 ,2367
1452,072470,우리산업홀딩스,033003,자동차 신품 부품 제조업,"18,887,341","9,443,670,500","500",원(KRW),031)201-6522,경기도 용인시 기흥구 지삼로 89 ,2367
1453,073560,우리손에프앤지,031001,"도축, 육류 가공 및 저장 처리업","69,237,643","34,618,821,500","500",원(KRW),041-563-1055,전라남도 나주시 반남면 장송길 73 ,2367
1454,153490,우리이앤엘,032601,반도체 제조업,"49,900,000","24,950,000,000","500",원(KRW),031-599-3143,경기도 안산시 단원구  성곡로 79 ,2367
1455,037400,우리조명,032804,전구 및 조명장치 제조업,"24,923,346","12,461,673,000","500",원(KRW),031 -492 -1012,경기도 안산시 단원구  성곡로 79 ,2367
1456,010050,우리종금,116409,기타 금융업,"674,203,406","337,101,703,000","500",원(KRW),062-221-6600,광주광역시 동구 금남로 182 (금남로5가),2367
1457,101170,우림기계,032901,일반 목적용 기계 제조업,"13,500,000","6,750,000,000","500",원(KRW),055-260-0300,경상남도 창원시 성산구  남면로 613 우림기계 ,2367
1458,006980,우성사료,031006,"곡물가공품, 전분 및 전분제품 제조업","30,900,000","15,450,000,000","500",원(KRW),042-670-1724,대전광역시 대덕구 한밭대로 1027 ,2367
1459,066590,우수AMS,033003,자동차 신품 부품 제조업,"24,994,303","12,497,151,500","500",원(KRW),(055)2745011,경남 창원시 신촌동 192-4번지 ,2367
1460,017370,우신시스템,032902,특수 목적용 기계 제조업,"18,314,054","9,157,027,000","500",원(KRW),031-496-6114,서울특별시 영등포구  영등포로 20 ,2367
1461,103840,우양,031003,"과실, 채소 가공 및 저장 처리업","12,858,000","1,285,800,000","100",원(KRW),041-956-7171,충청남도 서천군 장항읍 장산로 357 ,2367
1462,046940,우원개발,064201,기반조성 및 시설물 축조관련 전문공사업,"18,074,350","9,037,175,000","500",원(KRW),02-3490-1996,서울특별시 서초구 강남대로 279 백향빌딩 8층 ,2367
1463,215380,우정바이오,137001,자연과학 및 공학 연구개발업,"11,222,940","5,611,470,000","500",원(KRW),031-888-9369,경기도 수원시 영통구 광교로 145 차세대융합기술원 B동 3층,2367
1464,065680,우주일렉트로,032602,전자부품 제조업,"9,934,220","4,967,110,000","500",원(KRW),031-371-3700,경기도 화성시  양감면 초록로532번길 61 ,2367
1465,105840,우진,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","20,202,234","10,101,117,000","500",원(KRW),031-379-3114,경기도 화성시 동부대로970번길 110 ,2367
1466,018620,우진비앤지,032102,의약품 제조업,"27,055,715","13,527,857,500","500",원(KRW),02)795-2361,경기도 화성시 양감면 정문송산로 230 ,2367
1467,010400,우진아이엔에스,064202,건물설비 설치 공사업,"7,622,000","3,811,000,000","500",원(KRW),02-535-7050,서울특별시 서초구 방배로 166 한승빌딩 3층 ,2367
1468,049800,우진플라임,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000","500",원(KRW),043-540-9000,충청북도 보은군 장안면 우진플라임로 100 본관동,2367
1469,016880,웅진,116409,기타 금융업,"79,378,330","41,939,165,000","500",원(KRW),02-2076-4701,서울특별시 종로구 창경궁로 120 종로플레이스빌딩,2367
1470,095720,웅진씽크빅,168501,초등 교육기관,"117,401,592","58,700,796,000","500",원(KRW),031-956-7000,경기도 파주시  회동길 20 ,2367
1471,005820,원림,031302,직물직조 및 직물제품 제조업,"2,200,000","11,000,000,000","5,000",원(KRW),02-523-9236,서울특별시 서초구  남부순환로 2495 원림빌딩 9층 ,2367
1472,278380,원바이오젠,032103,의료용품 및 기타 의약 관련제품 제조업,"2,394,060","1,197,030,000","500",원(KRW),054-462-7965,경상북도 구미시 1공단로5길 56(공단동) ,2367
1473,032940,원익,074605,기계장비 및 관련 물품 도매업,"18,193,230","9,096,615,000","500",원(KRW),02  -555 -4939,경기도 성남시 분당구 판교로255번길 20 원익빌딩 ,2367
1474,240810,원익IPS,032902,특수 목적용 기계 제조업,"49,083,901","24,541,950,500","500",원(KRW),031-8047-7222,경기도 평택시 진위면 진위산단로 75 ,2367
1475,074600,원익QnC,032301,유리 및 유리제품 제조업,"26,288,000","13,144,000,000","500",원(KRW),054-472-6138,경북 구미시 구포동 637 ,2367
